order_id;order_date;customer_id;segment;category;sub_category;sales;quantity;profit
CA-2017-111689;11/30/2017;HP-14815;Home Office;Office Supplies;Binders;68472;3;231093
CA-2017-111689;11/30/2017;HP-14815;Home Office;Furniture;Chairs;12429;5;26239
CA-2015-129098;10/9/2015;DK-13090;Consumer;Office Supplies;Storage;3084;2;83268
US-2017-123463;12/23/2017;GZ-14470;Consumer;Office Supplies;Art;1348;4;59312
CA-2016-165148;10/22/2016;PM-19135;Home Office;Furniture;Furnishings;314;5;10048
CA-2014-134061;4/29/2014;LL-16840;Consumer;Furniture;Furnishings;1746;2;59364
CA-2015-143602;4/25/2015;JS-15595;Corporate;Office Supplies;Binders;13944;3;45318
CA-2017-115364;6/26/2017;OT-18730;Consumer;Office Supplies;Storage;8376;12;16752
CA-2017-150707;10/14/2017;EL-13735;Home Office;Office Supplies;Binders;3766;7;184534
CA-2014-104976;12/9/2014;CK-12760;Corporate;Office Supplies;Paper;3468;6;169932
CA-2017-132934;6/20/2017;JE-15475;Consumer;Technology;Accessories;14995;5;14995
CA-2017-132934;6/20/2017;JE-15475;Consumer;Office Supplies;Binders;51312;3;186006
CA-2017-133256;6/26/2017;TH-21550;Home Office;Office Supplies;Paper;454;1;2043
CA-2017-133256;6/26/2017;TH-21550;Home Office;Office Supplies;Art;1592;4;54128
CA-2017-133256;6/26/2017;TH-21550;Home Office;Technology;Phones;54392;8;13598
CA-2016-105494;11/10/2016;PC-18745;Corporate;Office Supplies;Storage;15582;7;420714
CA-2016-105494;11/10/2016;PC-18745;Corporate;Office Supplies;Binders;70008;3;245028
CA-2016-140634;10/3/2016;HL-15040;Consumer;Office Supplies;Envelopes;15648;2;50856
CA-2014-144407;9/9/2014;MS-17365;Consumer;Office Supplies;Labels;1036;7;518
CA-2017-160983;10/29/2017;GB-14530;Corporate;Office Supplies;Paper;4696;8;225408
US-2016-114622;4/10/2016;JR-16210;Corporate;Office Supplies;Binders;8904;2;-65296
CA-2017-150959;11/11/2017;TD-20995;Consumer;Office Supplies;Labels;1044;5;3393
CA-2017-150959;11/11/2017;TD-20995;Consumer;Office Supplies;Binders;18336;4;-32088
CA-2017-132353;9/15/2017;DB-13060;Consumer;Technology;Phones;323976;3;202485
CA-2016-130477;4/8/2016;LC-17140;Consumer;Office Supplies;Paper;2004;3;96192
CA-2016-130477;4/8/2016;LC-17140;Consumer;Office Supplies;Storage;6496;2;25984
CA-2016-130477;4/8/2016;LC-17140;Consumer;Office Supplies;Paper;1296;2;62208
CA-2017-143259;12/30/2017;PO-18865;Consumer;Furniture;Bookcases;323136;4;121176
CA-2017-143259;12/30/2017;PO-18865;Consumer;Technology;Phones;9093;7;27279
CA-2017-143259;12/30/2017;PO-18865;Consumer;Office Supplies;Binders;52776;3;19791
CA-2017-137596;9/2/2017;BE-11335;Home Office;Technology;Phones;11998;4;323946
CA-2017-137596;9/2/2017;BE-11335;Home Office;Technology;Accessories;192878;7;8293754
CA-2017-137596;9/2/2017;BE-11335;Home Office;Office Supplies;Storage;35238;2;810474
CA-2015-133627;5/31/2015;SC-20050;Home Office;Furniture;Furnishings;222;6;9102
CA-2017-102519;11/27/2017;BM-11650;Corporate;Furniture;Furnishings;4694;1;192454
CA-2017-102519;11/27/2017;BM-11650;Corporate;Technology;Accessories;14373;9;560547
US-2014-141215;6/15/2014;KL-16555;Corporate;Furniture;Tables;99918;2;-185562
US-2014-141215;6/15/2014;KL-16555;Corporate;Furniture;Chairs;797944;4;-56996
US-2014-141215;6/15/2014;KL-16555;Corporate;Office Supplies;Binders;8568;3;-145656
CA-2016-165218;3/5/2016;RW-19630;Corporate;Office Supplies;Envelopes;149352;3;504063
CA-2016-165218;3/5/2016;RW-19630;Corporate;Office Supplies;Storage;12992;1;-812
CA-2014-138296;12/5/2014;RC-19825;Consumer;Office Supplies;Storage;2456;2;68768
CA-2015-111164;4/11/2015;SE-20110;Consumer;Technology;Accessories;8514;3;349074
CA-2015-111164;4/11/2015;SE-20110;Consumer;Technology;Phones;2199;1;105552
CA-2015-111164;4/11/2015;SE-20110;Consumer;Office Supplies;Appliances;4066;5;113848
CA-2016-149797;9/15/2016;AH-10075;Corporate;Office Supplies;Binders;841568;2;2945488
CA-2014-132962;9/13/2014;JM-15535;Consumer;Office Supplies;Paper;15552;3;54432
CA-2014-132962;9/13/2014;JM-15535;Consumer;Technology;Accessories;252;5;5355
CA-2015-115091;10/5/2015;JJ-15760;Home Office;Office Supplies;Art;462;4;12936
CA-2015-115091;10/5/2015;JJ-15760;Home Office;Office Supplies;Appliances;2884;2;95172
CA-2017-144932;4/14/2017;AB-10165;Consumer;Office Supplies;Art;14592;3;25536
CA-2017-144932;4/14/2017;AB-10165;Consumer;Office Supplies;Art;89856;3;213408
CA-2017-144932;4/14/2017;AB-10165;Consumer;Office Supplies;Paper;13872;3;50286
CA-2017-114216;9/2/2017;RK-19300;Consumer;Office Supplies;Paper;12192;3;41148
CA-2016-140081;6/20/2016;CG-12040;Home Office;Office Supplies;Paper;45056;8;152064
CA-2016-140081;6/20/2016;CG-12040;Home Office;Office Supplies;Binders;29718;6;-217932
CA-2016-140081;6/20/2016;CG-12040;Home Office;Office Supplies;Paper;15552;3;54432
CA-2016-140081;6/20/2016;CG-12040;Home Office;Office Supplies;Appliances;447696;2;335772
US-2017-111745;11/5/2017;RA-19885;Corporate;Technology;Accessories;15999;1;543966
CA-2015-148250;12/13/2015;RP-19270;Corporate;Office Supplies;Paper;1296;2;62208
CA-2015-148250;12/13/2015;RP-19270;Corporate;Office Supplies;Appliances;13448;4;349648
CA-2016-105760;6/19/2016;KC-16255;Corporate;Office Supplies;Paper;1712;2;80464
CA-2016-142958;12/13/2016;RW-19630;Corporate;Office Supplies;Binders;6096;2;22098
CA-2016-142958;12/13/2016;RW-19630;Corporate;Furniture;Tables;1114272;4;417852
CA-2015-120880;5/29/2015;JL-15850;Consumer;Office Supplies;Paper;324;5;15552
CA-2015-120880;5/29/2015;JL-15850;Consumer;Office Supplies;Storage;54057;3;1405482
CA-2015-120880;5/29/2015;JL-15850;Consumer;Office Supplies;Binders;16776;5;6291
US-2015-140200;7/26/2015;CA-12775;Consumer;Furniture;Tables;393165;3;-2044458
US-2017-110576;11/28/2017;RB-19795;Home Office;Furniture;Furnishings;516488;7;-129122
US-2017-110576;11/28/2017;RB-19795;Home Office;Furniture;Furnishings;1007232;6;755424
US-2017-110576;11/28/2017;RB-19795;Home Office;Furniture;Tables;206532;12;-619596
US-2017-110576;11/28/2017;RB-19795;Home Office;Office Supplies;Paper;15552;3;54432
US-2017-110576;11/28/2017;RB-19795;Home Office;Office Supplies;Paper;25344;6;792
CA-2017-131156;4/3/2017;KH-16360;Consumer;Furniture;Furnishings;25472;4;76416
CA-2017-136539;12/28/2017;GH-14665;Consumer;Office Supplies;Art;27168;2;27168
CA-2017-136539;12/28/2017;GH-14665;Consumer;Furniture;Bookcases;788528;2;-11596
CA-2017-119305;11/30/2017;SW-20275;Consumer;Office Supplies;Storage;1738;5;4345
CA-2017-102414;5/15/2017;JA-15970;Consumer;Technology;Phones;29592;1;25893
CA-2017-102414;5/15/2017;JA-15970;Consumer;Office Supplies;Binders;4752;2;-3168
CA-2017-102414;5/15/2017;JA-15970;Consumer;Office Supplies;Paper;15552;3;56376
CA-2015-112571;9/22/2015;DL-12925;Consumer;Furniture;Furnishings;2046;2;53196
CA-2017-152142;11/14/2017;LW-16990;Corporate;Furniture;Chairs;321568;2;281372
CA-2015-160059;11/27/2015;TB-21190;Home Office;Office Supplies;Binders;624;2;30576
CA-2016-120859;9/1/2016;CV-12805;Corporate;Office Supplies;Envelopes;2188;2;1094
CA-2014-127488;9/22/2014;MS-17365;Consumer;Office Supplies;Labels;4608;2;16704
CA-2017-135279;4/9/2017;BS-11800;Home Office;Office Supplies;Labels;982;2;48118
CA-2017-135279;4/9/2017;BS-11800;Home Office;Office Supplies;Art;3597;3;97119
CA-2017-135279;4/9/2017;BS-11800;Home Office;Office Supplies;Paper;1296;2;62208
CA-2017-135279;4/9/2017;BS-11800;Home Office;Office Supplies;Paper;1916;4;91968
CA-2017-135279;4/9/2017;BS-11800;Home Office;Office Supplies;Labels;864;3;42336
CA-2017-135279;4/9/2017;BS-11800;Home Office;Office Supplies;Storage;50181;3;0
CA-2014-115791;1/16/2014;DL-13315;Consumer;Furniture;Furnishings;127104;6;285984
CA-2014-115791;1/16/2014;DL-13315;Consumer;Technology;Phones;1242;3;-3105
CA-2014-115791;1/16/2014;DL-13315;Consumer;Office Supplies;Binders;18588;2;-136312
CA-2014-115791;1/16/2014;DL-13315;Consumer;Office Supplies;Labels;30072;3;101493
US-2017-103247;10/5/2017;PO-19195;Home Office;Technology;Phones;16093;7;32186
US-2017-103247;10/5/2017;PO-19195;Home Office;Office Supplies;Binders;75792;3;255798
US-2017-100209;7/9/2017;TD-20995;Consumer;Office Supplies;Binders;108;2;-792
CA-2017-159366;1/7/2017;BW-11110;Corporate;Technology;Machines;3059982;2;679996
CA-2016-145499;5/30/2016;RW-19690;Consumer;Office Supplies;Binders;3282;2;-26256
CA-2015-157035;12/9/2015;KB-16600;Corporate;Office Supplies;Paper;3402;3;166698
CA-2016-144939;10/3/2016;EB-13870;Consumer;Furniture;Chairs;599292;6;932232
CA-2014-163419;11/11/2014;TZ-21580;Consumer;Office Supplies;Art;3392;1;8056
CA-2014-163419;11/11/2014;TZ-21580;Consumer;Technology;Phones;559984;2;559984
CA-2014-163419;11/11/2014;TZ-21580;Consumer;Furniture;Chairs;60392;5;7549
CA-2017-100314;9/29/2017;AS-10630;Home Office;Office Supplies;Labels;7968;2;25896
CA-2017-100314;9/29/2017;AS-10630;Home Office;Office Supplies;Envelopes;27968;4;94392
CA-2017-100314;9/29/2017;AS-10630;Home Office;Technology;Machines;33651;3;44868
CA-2015-146829;3/10/2015;TS-21340;Consumer;Office Supplies;Binders;1112;2;-18904
CA-2017-167899;5/21/2017;JG-15805;Corporate;Furniture;Furnishings;52005;5;72807
CA-2017-167899;5/21/2017;JG-15805;Corporate;Office Supplies;Art;1797;3;52113
CA-2015-153549;3/29/2015;SL-20155;Home Office;Furniture;Chairs;116692;5;1312785
CA-2016-110023;9/9/2016;TS-21610;Consumer;Office Supplies;Binders;14624;2;5484
CA-2016-105585;8/26/2016;RF-19735;Consumer;Office Supplies;Fasteners;1023;3;49104
CA-2016-105585;8/26/2016;RF-19735;Consumer;Office Supplies;Paper;1549;5;69705
CA-2014-117639;5/21/2014;MW-18235;Corporate;Office Supplies;Binders;271593;7;12764871
CA-2014-117639;5/21/2014;MW-18235;Corporate;Technology;Phones;61797;3;1730316
CA-2015-162537;10/28/2015;RD-19585;Consumer;Office Supplies;Envelopes;1067;1;49082
CA-2015-162537;10/28/2015;RD-19585;Consumer;Office Supplies;Storage;3663;3;98901
CA-2015-162537;10/28/2015;RD-19585;Consumer;Furniture;Furnishings;241;5;9158
CA-2015-162537;10/28/2015;RD-19585;Consumer;Furniture;Furnishings;3311;7;129129
CA-2016-155488;11/13/2016;FM-14290;Home Office;Office Supplies;Art;4402;2;114452
CA-2015-124891;7/31/2015;RH-19495;Consumer;Technology;Accessories;230965;7;7621845
CA-2015-124891;7/31/2015;RH-19495;Consumer;Furniture;Tables;1090782;7;-2908752
CA-2015-124891;7/31/2015;RH-19495;Consumer;Office Supplies;Paper;1944;3;93312
CA-2015-126445;8/27/2015;RA-19945;Consumer;Office Supplies;Storage;48465;3;920835
CA-2015-111199;11/13/2015;JK-15730;Consumer;Office Supplies;Paper;115296;3;403536
CA-2015-105312;11/6/2015;MT-17815;Consumer;Office Supplies;Envelopes;708;3;2478
CA-2015-105312;11/6/2015;MT-17815;Consumer;Office Supplies;Binders;4401;3;-35208
US-2017-106705;12/26/2017;PO-18850;Consumer;Office Supplies;Paper;4475;5;20585
CA-2017-135034;8/1/2017;AT-10735;Consumer;Technology;Phones;95984;2;5999
CA-2014-158540;11/24/2014;VG-21790;Consumer;Furniture;Furnishings;15172;4;273096
CA-2017-118437;6/17/2017;PF-19165;Consumer;Furniture;Furnishings;15525;3;46575
CA-2017-118437;6/17/2017;PF-19165;Consumer;Office Supplies;Storage;1403;1;40687
US-2015-126214;12/21/2015;JS-15880;Consumer;Furniture;Tables;161837;13;3560414
US-2015-126214;12/21/2015;JS-15880;Consumer;Technology;Accessories;996;1;36852
CA-2015-133025;9/17/2015;MO-17800;Home Office;Office Supplies;Paper;324;5;15552
CA-2015-108665;7/6/2015;KM-16225;Corporate;Furniture;Furnishings;1396;2;67008
CA-2015-108665;7/6/2015;KM-16225;Corporate;Furniture;Furnishings;15582;3;638862
CA-2015-108665;7/6/2015;KM-16225;Corporate;Technology;Phones;12495;5;2499
CA-2015-108665;7/6/2015;KM-16225;Corporate;Office Supplies;Storage;60165;5;156429
CA-2015-124450;4/27/2015;GT-14710;Consumer;Office Supplies;Art;2274;3;88686
CA-2015-124450;4/27/2015;GT-14710;Consumer;Furniture;Chairs;126753;3;3168825
CA-2015-124450;4/27/2015;GT-14710;Consumer;Technology;Machines;137992;8;6485624
CA-2015-167269;6/16/2015;PB-19150;Consumer;Office Supplies;Envelopes;6208;2;21728
CA-2017-106964;12/17/2017;HR-14770;Home Office;Office Supplies;Binders;11808;2;42804
CA-2016-126529;1/11/2016;DE-13255;Home Office;Office Supplies;Paper;15552;3;54432
CA-2016-126529;1/11/2016;DE-13255;Home Office;Office Supplies;Paper;63312;3;205764
CA-2016-126529;1/11/2016;DE-13255;Home Office;Technology;Phones;15588;2;-98724
CA-2014-163552;7/11/2014;LA-16780;Corporate;Office Supplies;Paper;1772;5;83284
CA-2014-163552;7/11/2014;LA-16780;Corporate;Technology;Phones;19797;3;574113
CA-2014-163552;7/11/2014;LA-16780;Corporate;Furniture;Chairs;85494;3;213735
CA-2014-163552;7/11/2014;LA-16780;Corporate;Furniture;Furnishings;12411;9;521262
CA-2014-163552;7/11/2014;LA-16780;Corporate;Office Supplies;Labels;144;5;7056
CA-2016-109820;11/20/2016;AG-10390;Consumer;Office Supplies;Paper;15696;3;51012
CA-2016-109820;11/20/2016;AG-10390;Consumer;Office Supplies;Binders;2628;2;-19272
CA-2016-109820;11/20/2016;AG-10390;Consumer;Office Supplies;Binders;14427;3;-105798
CA-2016-113061;4/22/2016;EL-13735;Home Office;Furniture;Furnishings;8662;2;8662
CA-2015-127418;6/13/2015;JJ-15445;Consumer;Office Supplies;Binders;36624;3;13734
CA-2017-121818;11/20/2017;JH-15430;Consumer;Office Supplies;Art;23968;7;26964
CA-2017-121818;11/20/2017;JH-15430;Consumer;Office Supplies;Art;28728;3;17955
CA-2016-127670;3/20/2016;RD-19660;Home Office;Furniture;Tables;69716;4;1464036
CA-2016-102981;9/6/2016;MO-17500;Consumer;Technology;Accessories;3186;2;11151
CA-2016-102981;9/6/2016;MO-17500;Consumer;Furniture;Bookcases;722352;3;90294
CA-2017-115651;7/9/2017;NS-18640;Corporate;Office Supplies;Art;884;5;29835
CA-2017-115651;7/9/2017;NS-18640;Corporate;Office Supplies;Appliances;58464;9;-14616
CA-2017-152702;10/12/2017;SN-20710;Home Office;Furniture;Chairs;254604;14;-18186
CA-2016-169103;3/8/2016;ZC-21910;Consumer;Technology;Phones;136396;5;852475
CA-2016-169103;3/8/2016;ZC-21910;Consumer;Furniture;Furnishings;10236;3;-38385
CA-2014-139192;5/27/2014;LC-16885;Consumer;Technology;Phones;1113504;12;1252692
CA-2014-139192;5/27/2014;LC-16885;Consumer;Technology;Accessories;9999;1;379962
US-2015-153500;7/3/2015;DG-13300;Corporate;Furniture;Furnishings;168464;2;-294812
US-2015-153500;7/3/2015;DG-13300;Corporate;Office Supplies;Paper;672;2;2436
US-2015-153500;7/3/2015;DG-13300;Corporate;Furniture;Furnishings;282888;9;565776
CA-2015-110667;4/4/2015;NF-18595;Home Office;Office Supplies;Art;1116;2;43524
CA-2015-110667;4/4/2015;NF-18595;Home Office;Furniture;Furnishings;1084;2;22764
CA-2015-110667;4/4/2015;NF-18595;Home Office;Office Supplies;Binders;82344;3;277911
CA-2015-110667;4/4/2015;NF-18595;Home Office;Office Supplies;Binders;9088;4;32944
CA-2017-167150;12/10/2017;BP-11185;Corporate;Office Supplies;Binders;19936;4;72268
CA-2017-167150;12/10/2017;BP-11185;Corporate;Office Supplies;Binders;65568;2;229488
CA-2016-105284;11/24/2016;MG-17650;Home Office;Office Supplies;Fasteners;4416;3;16008
US-2015-125374;3/23/2015;JD-16060;Consumer;Furniture;Chairs;107772;2;-292524
CA-2015-161263;4/16/2015;TS-21160;Corporate;Office Supplies;Appliances;45216;3;45216
CA-2015-161263;4/16/2015;TS-21160;Corporate;Office Supplies;Fasteners;10416;7;-22134
CA-2015-161263;4/16/2015;TS-21160;Corporate;Office Supplies;Art;7872;3;12792
CA-2015-161263;4/16/2015;TS-21160;Corporate;Technology;Phones;118782;3;-277158
CA-2015-161263;4/16/2015;TS-21160;Corporate;Office Supplies;Fasteners;1448;1;2353
CA-2015-161263;4/16/2015;TS-21160;Corporate;Office Supplies;Binders;5547;5;-46225
CA-2016-157686;10/1/2016;BD-11620;Consumer;Furniture;Chairs;194848;4;12178
US-2017-139955;9/28/2017;CM-12160;Consumer;Office Supplies;Supplies;1744;1;-3488
US-2015-150161;7/25/2015;RB-19795;Home Office;Office Supplies;Binders;25176;4;-184624
CA-2015-144652;11/20/2015;SN-20560;Home Office;Office Supplies;Art;1946;7;50596
CA-2016-152814;4/28/2016;EH-14005;Home Office;Office Supplies;Paper;29472;3;99468
CA-2017-106943;11/14/2017;FO-14305;Consumer;Office Supplies;Binders;864;2;3024
CA-2016-134348;11/12/2016;MS-17710;Consumer;Office Supplies;Binders;627;5;-4598
CA-2016-134348;11/12/2016;MS-17710;Consumer;Office Supplies;Binders;4368;7;-33488
CA-2016-134348;11/12/2016;MS-17710;Consumer;Technology;Accessories;31984;2;1999
CA-2016-161781;9/29/2016;CC-12100;Home Office;Office Supplies;Art;4088;7;106288
CA-2017-132521;9/23/2017;DW-13540;Consumer;Office Supplies;Appliances;11996;2;335888
CA-2017-132521;9/23/2017;DW-13540;Consumer;Office Supplies;Storage;3144;3;84888
CA-2017-132521;9/23/2017;DW-13540;Consumer;Office Supplies;Binders;688;1;2322
CA-2015-110016;11/29/2015;BT-11395;Corporate;Office Supplies;Paper;1992;4;93624
CA-2015-110016;11/29/2015;BT-11395;Corporate;Furniture;Chairs;110691;9;1217601
US-2016-143819;3/1/2016;KD-16270;Consumer;Furniture;Tables;836592;8;-2649208
US-2016-143819;3/1/2016;KD-16270;Consumer;Office Supplies;Paper;2638;1;121348
US-2016-143819;3/1/2016;KD-16270;Consumer;Office Supplies;Storage;36292;2;1052468
US-2016-143819;3/1/2016;KD-16270;Consumer;Technology;Machines;489993;7;24009657
CA-2016-167584;8/12/2016;LC-16870;Consumer;Office Supplies;Paper;648;1;31104
CA-2016-166163;8/15/2016;CY-12745;Corporate;Technology;Phones;71976;3;71976
CA-2016-166163;8/15/2016;CY-12745;Corporate;Office Supplies;Labels;315;1;1512
CA-2017-158407;6/4/2017;LW-16990;Corporate;Furniture;Furnishings;31984;2;1999
CA-2017-158407;6/4/2017;LW-16990;Corporate;Technology;Phones;71984;2;251944
CA-2015-143490;12/6/2015;NP-18325;Consumer;Office Supplies;Art;12015;9;33642
CA-2015-143490;12/6/2015;NP-18325;Consumer;Technology;Phones;219184;2;191786
CA-2015-165085;12/27/2015;BT-11485;Home Office;Office Supplies;Paper;289;5;14161
CA-2015-165085;12/27/2015;BT-11485;Home Office;Office Supplies;Appliances;35596;2;1032284
CA-2017-160423;1/21/2017;PS-19045;Home Office;Office Supplies;Storage;348208;7;304682
CA-2017-160423;1/21/2017;PS-19045;Home Office;Office Supplies;Binders;35784;7;-286272
CA-2014-159338;6/25/2014;NS-18640;Corporate;Furniture;Tables;44784;5;11196
CA-2016-107216;6/14/2016;PV-18985;Home Office;Office Supplies;Art;704;4;20416
CA-2016-107216;6/14/2016;PV-18985;Home Office;Furniture;Furnishings;873;3;41031
CA-2016-107216;6/14/2016;PV-18985;Home Office;Technology;Accessories;2929;1;96657
CA-2016-107216;6/14/2016;PV-18985;Home Office;Office Supplies;Art;864;3;25056
US-2017-145863;4/21/2017;RP-19390;Consumer;Office Supplies;Binders;2694;3;-47145
US-2017-145863;4/21/2017;RP-19390;Consumer;Office Supplies;Binders;2934;3;-49878
CA-2016-112340;10/21/2016;NM-18520;Consumer;Office Supplies;Paper;2292;3;112308
US-2016-110156;11/19/2016;EH-13945;Consumer;Office Supplies;Storage;100704;6;-163644
US-2016-110156;11/19/2016;EH-13945;Consumer;Furniture;Furnishings;2328;2;-7566
US-2016-110156;11/19/2016;EH-13945;Consumer;Office Supplies;Binders;1078;5;-17248
US-2016-110156;11/19/2016;EH-13945;Consumer;Office Supplies;Fasteners;58368;12;21888
US-2016-110156;11/19/2016;EH-13945;Consumer;Office Supplies;Envelopes;40968;3;138267
US-2016-110156;11/19/2016;EH-13945;Consumer;Technology;Phones;7196;5;25186
US-2016-110156;11/19/2016;EH-13945;Consumer;Office Supplies;Paper;10368;2;36288
US-2016-110156;11/19/2016;EH-13945;Consumer;Office Supplies;Binders;1192;2;-20264
CA-2017-140585;12/18/2017;RA-19915;Consumer;Office Supplies;Binders;46672;2;163352
CA-2017-140585;12/18/2017;RA-19915;Consumer;Furniture;Bookcases;119833;1;-126882
CA-2017-140585;12/18/2017;RA-19915;Consumer;Technology;Accessories;11998;2;575904
CA-2016-144855;7/22/2016;DL-13495;Corporate;Office Supplies;Labels;63;2;3024
CA-2015-142755;9/4/2015;CS-12355;Consumer;Office Supplies;Paper;2799;5;137151
CA-2015-142755;9/4/2015;CS-12355;Consumer;Technology;Accessories;61995;5;111591
CA-2015-142755;9/4/2015;CS-12355;Consumer;Office Supplies;Paper;436;2;20492
CA-2015-142755;9/4/2015;CS-12355;Consumer;Office Supplies;Envelopes;1528;2;74872
US-2014-147627;1/20/2014;HL-15040;Consumer;Technology;Phones;69993;7;1819818
US-2014-147627;1/20/2014;HL-15040;Consumer;Office Supplies;Art;2296;7;66584
US-2014-147627;1/20/2014;HL-15040;Consumer;Furniture;Furnishings;386;4;1158
US-2014-147627;1/20/2014;HL-15040;Consumer;Office Supplies;Art;663;3;17901
US-2014-147627;1/20/2014;HL-15040;Consumer;Office Supplies;Envelopes;2334;3;109698
US-2014-147627;1/20/2014;HL-15040;Consumer;Furniture;Chairs;106794;3;2242674
CA-2015-105970;3/2/2015;PA-19060;Home Office;Office Supplies;Art;1016;1;26416
CA-2015-105970;3/2/2015;PA-19060;Home Office;Office Supplies;Envelopes;10188;6;5094
CA-2016-112102;4/12/2016;BD-11605;Consumer;Furniture;Tables;34392;4;756624
CA-2016-112102;4/12/2016;BD-11605;Consumer;Office Supplies;Paper;4099;1;200851
CA-2016-112102;4/12/2016;BD-11605;Consumer;Office Supplies;Envelopes;639;5;28755
US-2016-114776;12/6/2016;GG-14650;Corporate;Office Supplies;Paper;1944;3;93312
US-2016-134908;6/5/2016;JS-15940;Home Office;Office Supplies;Storage;124608;4;-23364
US-2016-134908;6/5/2016;JS-15940;Home Office;Office Supplies;Labels;756;3;2646
US-2016-148803;12/11/2016;LR-16915;Consumer;Office Supplies;Storage;85224;3;74571
CA-2016-152170;11/12/2016;FH-14275;Corporate;Office Supplies;Envelopes;28752;8;129384
CA-2016-152170;11/12/2016;FH-14275;Corporate;Office Supplies;Appliances;3768;2;105504
CA-2016-152170;11/12/2016;FH-14275;Corporate;Office Supplies;Paper;1998;2;8991
CA-2016-152170;11/12/2016;FH-14275;Corporate;Office Supplies;Art;2058;7;55566
CA-2016-152170;11/12/2016;FH-14275;Corporate;Office Supplies;Binders;1738;2;869
CA-2014-146969;9/29/2014;AP-10915;Consumer;Furniture;Furnishings;2046;2;53196
CA-2014-146969;9/29/2014;AP-10915;Consumer;Office Supplies;Fasteners;872;4;28776
CA-2014-146969;9/29/2014;AP-10915;Consumer;Office Supplies;Paper;648;1;31104
CA-2014-146969;9/29/2014;AP-10915;Consumer;Technology;Machines;68632;2;223054
CA-2014-146969;9/29/2014;AP-10915;Consumer;Office Supplies;Storage;6218;1;167886
CA-2015-112452;4/4/2015;NC-18340;Consumer;Office Supplies;Appliances;644076;2;107346
CA-2015-112452;4/4/2015;NC-18340;Consumer;Office Supplies;Fasteners;584;2;2628
CA-2015-112452;4/4/2015;NC-18340;Consumer;Office Supplies;Binders;1276;2;58696
CA-2015-112452;4/4/2015;NC-18340;Consumer;Technology;Phones;1095;1;438
CA-2015-112452;4/4/2015;NC-18340;Consumer;Technology;Copiers;59998;2;209993
CA-2015-113971;5/8/2015;CB-12535;Corporate;Furniture;Furnishings;8352;6;12528
CA-2017-160395;12/31/2016;KL-16555;Corporate;Office Supplies;Art;364;2;1638
CA-2017-160395;12/31/2016;KL-16555;Corporate;Office Supplies;Binders;159768;7;539217
CA-2014-136567;12/20/2014;PS-19045;Home Office;Office Supplies;Storage;12248;2;0
CA-2014-136567;12/20/2014;PS-19045;Home Office;Furniture;Tables;224448;7;4937856
CA-2014-136567;12/20/2014;PS-19045;Home Office;Office Supplies;Binders;6231;3;292857
CA-2014-136567;12/20/2014;PS-19045;Home Office;Furniture;Tables;4551;2;100122
CA-2016-149314;7/2/2016;GB-14530;Corporate;Furniture;Chairs;195184;1;195184
CA-2017-147039;6/29/2017;AA-10315;Consumer;Office Supplies;Appliances;36294;3;90735
CA-2017-147039;6/29/2017;AA-10315;Consumer;Office Supplies;Binders;1154;2;577
CA-2014-126522;9/1/2014;LT-16765;Consumer;Office Supplies;Art;5394;3;156426
CA-2014-127964;3/3/2014;AP-10720;Home Office;Technology;Phones;999;1;45954
CA-2014-127964;3/3/2014;AP-10720;Home Office;Office Supplies;Binders;12576;3;40872
CA-2014-127964;3/3/2014;AP-10720;Home Office;Office Supplies;Binders;2532;5;91785
CA-2014-117709;5/4/2014;PM-18940;Consumer;Office Supplies;Binders;468;4;2106
CA-2015-125416;11/2/2015;KC-16540;Consumer;Technology;Accessories;44793;9;492723
CA-2017-145226;12/8/2017;DL-13315;Consumer;Furniture;Furnishings;10948;2;339388
CA-2017-145226;12/8/2017;DL-13315;Consumer;Office Supplies;Storage;27294;3;0
CA-2017-145226;12/8/2017;DL-13315;Consumer;Office Supplies;Paper;1944;3;93312
CA-2017-145226;12/8/2017;DL-13315;Consumer;Office Supplies;Storage;3192;4;82992
US-2014-100279;3/10/2014;SW-20275;Consumer;Office Supplies;Paper;2238;2;107424
CA-2014-158064;4/21/2014;AA-10375;Consumer;Office Supplies;Binders;1652;5;55755
US-2015-104430;10/22/2015;LT-17110;Consumer;Office Supplies;Binders;5176;4;-7764
CA-2015-132080;8/22/2015;DP-13105;Corporate;Office Supplies;Binders;50112;6;162864
CA-2016-161207;8/29/2016;AB-10060;Home Office;Office Supplies;Supplies;2793;3;80997
CA-2014-120243;12/27/2014;AT-10435;Home Office;Office Supplies;Labels;1156;4;54332
CA-2016-113621;12/1/2016;JE-15745;Consumer;Furniture;Chairs;1725;2;5175
CA-2016-113621;12/1/2016;JE-15745;Consumer;Technology;Phones;17997;3;449925
CA-2016-168081;4/24/2016;CA-12055;Home Office;Technology;Accessories;258696;3;64674
CA-2014-128146;6/21/2014;DB-13060;Consumer;Technology;Phones;132293;7;3571911
CA-2014-128146;6/21/2014;DB-13060;Consumer;Office Supplies;Art;376;2;10904
CA-2017-138779;1/14/2017;RB-19570;Consumer;Office Supplies;Envelopes;21744;1;73386
CA-2017-138779;1/14/2017;RB-19570;Consumer;Technology;Phones;792;5;693
CA-2014-127131;11/24/2014;HR-14830;Corporate;Office Supplies;Binders;12096;7;42336
CA-2014-127131;11/24/2014;HR-14830;Corporate;Office Supplies;Storage;48588;6;97176
